filter,source_rate_hz,output_rate_hz,frequency_hz,magnitude_db,absolute_group_delay_ms,group_delay_relative_to_peak_ms
SplitPhase128kE3,44100,176400,11600.000,-0.00000041,2972.24172568,0.00249665
SplitPhase128kE3,44100,176400,11700.000,-0.00000041,2972.24241774,0.00318872
SplitPhase128kE3,44100,176400,11800.000,-0.00000041,2972.24315288,0.00392386
SplitPhase128kE3,44100,176400,11900.000,-0.00000041,2972.24394623,0.00471721
SplitPhase128kE3,44100,176400,12000.000,-0.00000041,2972.24481472,0.00558570
SplitPhase128kE3,44100,176400,12100.000,-0.00000041,2972.24577971,0.00655068
SplitPhase128kE3,44100,176400,12200.000,-0.00000041,2972.24686070,0.00763167
SplitPhase128kE3,44100,176400,12300.000,-0.00000041,2972.24807628,0.00884725
SplitPhase128kE3,44100,176400,12400.000,-0.00000041,2972.24944145,0.01021242
SplitPhase128kE3,44100,176400,12500.000,-0.00000041,2972.25096611,0.01173709
SplitPhase128kE3,44100,176400,12600.000,-0.00000041,2972.25265369,0.01342467
SplitPhase128kE3,44100,176400,12700.000,-0.00000041,2972.25449850,0.01526947
SplitPhase128kE3,44100,176400,12800.000,-0.00000041,2972.25649096,0.01726193
SplitPhase128kE3,44100,176400,12900.000,-0.00000041,2972.25860764,0.01937862
SplitPhase128kE3,44100,176400,13000.000,-0.00000041,2972.26081664,0.02158761
SplitPhase128kE3,44100,176400,13100.000,-0.00000041,2972.26307671,0.02384769
SplitPhase128kE3,44100,176400,13200.000,-0.00000041,2972.26534131,0.02611229
SplitPhase128kE3,44100,176400,13300.000,-0.00000041,2972.26756370,0.02833468
SplitPhase128kE3,44100,176400,13400.000,-0.00000041,2972.26969994,0.03047091
SplitPhase128kE3,44100,176400,13500.000,-0.00000041,2972.27172010,0.03249108
SplitPhase128kE3,44100,176400,13600.000,-0.00000041,2972.27360116,0.03437213
SplitPhase128kE3,44100,176400,13700.000,-0.00000041,2972.27533748,0.03610845
SplitPhase128kE3,44100,176400,13800.000,-0.00000041,2972.27694176,0.03771274
SplitPhase128kE3,44100,176400,13900.000,-0.00000041,2972.27844762,0.03921859
SplitPhase128kE3,44100,176400,14000.000,-0.00000041,2972.27991157,0.04068254
SplitPhase128kE3,44100,176400,14100.000,-0.00000041,2972.28139709,0.04216806
SplitPhase128kE3,44100,176400,14200.000,-0.00000041,2972.28292260,0.04369357
SplitPhase128kE3,44100,176400,14300.000,-0.00000041,2972.28448848,0.04525946
SplitPhase128kE3,44100,176400,14400.000,-0.00000041,2972.28609672,0.04686769
SplitPhase128kE3,44100,176400,14500.000,-0.00000041,2972.28774937,0.04852034
SplitPhase128kE3,44100,176400,14600.000,-0.00000041,2972.28944867,0.05021964
SplitPhase128kE3,44100,176400,14700.000,-0.00000041,2972.29119692,0.05196790
SplitPhase128kE3,44100,176400,14800.000,-0.00000041,2972.29299662,0.05376760
SplitPhase128kE3,44100,176400,14900.000,-0.00000041,2972.29484871,0.05561969
SplitPhase128kE3,44100,176400,15000.000,-0.00000041,2972.29675893,0.05752991
SplitPhase128kE3,44100,176400,15100.000,-0.00000041,2972.29872858,0.05949955
SplitPhase128kE3,44100,176400,15200.000,-0.00000041,2972.30076056,0.06153153
SplitPhase128kE3,44100,176400,15300.000,-0.00000041,2972.30285786,0.06362884
SplitPhase128kE3,44100,176400,15400.000,-0.00000041,2972.30502369,0.06579466
SplitPhase128kE3,44100,176400,15500.000,-0.00000041,2972.30726144,0.06803241
SplitPhase128kE3,44100,176400,15600.000,-0.00000041,2972.30957273,0.07034371
SplitPhase128kE3,44100,176400,15700.000,-0.00000041,2972.31196525,0.07273622
SplitPhase128kE3,44100,176400,15800.000,-0.00000041,2972.31444114,0.07521211
SplitPhase128kE3,44100,176400,15900.000,-0.00000041,2972.31700485,0.07777583
SplitPhase128kE3,44100,176400,16000.000,-0.00000041,2972.31966103,0.08043201
SplitPhase128kE3,44100,176400,16100.000,-0.00000041,2972.32241487,0.08318584
SplitPhase128kE3,44100,176400,16200.000,-0.00000041,2972.32527187,0.08604284
SplitPhase128kE3,44100,176400,16300.000,-0.00000041,2972.32823547,0.08900644
SplitPhase128kE3,44100,176400,16400.000,-0.00000041,2972.33131710,0.09208808
SplitPhase128kE3,44100,176400,16500.000,-0.00000041,2972.33452126,0.09529223
SplitPhase128kE3,44100,176400,16600.000,-0.00000041,2972.33785551,0.09862648
SplitPhase128kE3,44100,176400,16700.000,-0.00000041,2972.34132805,0.10209902
SplitPhase128kE3,44100,176400,16800.000,-0.00000041,2972.34494762,0.10571860
SplitPhase128kE3,44100,176400,16900.000,-0.00000041,2972.34872388,0.10949485
SplitPhase128kE3,44100,176400,17000.000,-0.00000041,2972.35266383,0.11343480
SplitPhase128kE3,44100,176400,17100.000,-0.00000041,2972.35678534,0.11755632
SplitPhase128kE3,44100,176400,17200.000,-0.00000041,2972.36109751,0.12186848
SplitPhase128kE3,44100,176400,17300.000,-0.00000041,2972.36561367,0.12638464
SplitPhase128kE3,44100,176400,17400.000,-0.00000041,2972.37034838,0.13111935
SplitPhase128kE3,44100,176400,17500.000,-0.00000041,2972.37531748,0.13608846
SplitPhase128kE3,44100,176400,17600.000,-0.00000041,2972.38053833,0.14130931
SplitPhase128kE3,44100,176400,17700.000,-0.00000041,2972.38603001,0.14680098
SplitPhase128kE3,44100,176400,17800.000,-0.00000041,2972.39180850,0.15257947
SplitPhase128kE3,44100,176400,17900.000,-0.00000041,2972.39790672,0.15867769
SplitPhase128kE3,44100,176400,18000.000,-0.00000041,2972.40434561,0.16511659
SplitPhase128kE3,44100,176400,18100.000,-0.00000041,2972.41115399,0.17192497
SplitPhase128kE3,44100,176400,18200.000,-0.00000041,2972.41836376,0.17913473
SplitPhase128kE3,44100,176400,18300.000,-0.00000041,2972.42601084,0.18678182
SplitPhase128kE3,44100,176400,18400.000,-0.00000041,2972.43413571,0.19490668
SplitPhase128kE3,44100,176400,18500.000,-0.00000041,2972.44277639,0.20354736
SplitPhase128kE3,44100,176400,18600.000,-0.00000041,2972.45199930,0.21277027
SplitPhase128kE3,44100,176400,18700.000,-0.00000041,2972.46185645,0.22262743
SplitPhase128kE3,44100,176400,18800.000,-0.00000041,2972.47241573,0.23318670
SplitPhase128kE3,44100,176400,18900.000,-0.00000041,2972.48375543,0.24452640
SplitPhase128kE3,44100,176400,19000.000,-0.00000041,2972.49596650,0.25673747
SplitPhase128kE3,44100,176400,19100.000,-0.00000041,2972.50915532,0.26992629
SplitPhase128kE3,44100,176400,19200.000,-0.00000040,2972.52343476,0.28420573
SplitPhase128kE3,44100,176400,19300.000,-0.00000041,2972.53897764,0.29974861
SplitPhase128kE3,44100,176400,19400.000,-0.00000041,2972.55595110,0.31672207
SplitPhase128kE3,44100,176400,19500.000,-0.00000041,2972.57457162,0.33534260
SplitPhase128kE3,44100,176400,19600.000,-0.00000042,2972.59510509,0.35587607
SplitPhase128kE3,44100,176400,19700.000,-0.00000041,2972.61788321,0.37865419
SplitPhase128kE3,44100,176400,19800.000,-0.00000042,2972.64332718,0.40409816
SplitPhase128kE3,44100,176400,19900.000,-0.00000040,2972.67196005,0.43273103
SplitPhase128kE3,44100,176400,20000.000,-0.00000040,2972.70456857,0.46533955
