filter,source_rate_hz,output_rate_hz,frequency_hz,magnitude_db,absolute_group_delay_ms,group_delay_relative_to_peak_ms
SplitPhase128kE3,44100,176400,11100.000,-0.00000008,2972.25201675,0.01278773
SplitPhase128kE3,44100,176400,11200.000,-0.00000008,2972.25379323,0.01456421
SplitPhase128kE3,44100,176400,11300.000,-0.00000008,2972.25530409,0.01607507
SplitPhase128kE3,44100,176400,11400.000,-0.00000008,2972.25611360,0.01688457
SplitPhase128kE3,44100,176400,11500.000,-0.00000007,2972.25581861,0.01658959
SplitPhase128kE3,44100,176400,11600.000,-0.00000008,2972.25440824,0.01517922
SplitPhase128kE3,44100,176400,11700.000,-0.00000008,2972.25258069,0.01335166
SplitPhase128kE3,44100,176400,11800.000,-0.00000008,2972.25157943,0.01235041
SplitPhase128kE3,44100,176400,11900.000,-0.00000008,2972.25236847,0.01313945
SplitPhase128kE3,44100,176400,12000.000,-0.00000008,2972.25473303,0.01550401
SplitPhase128kE3,44100,176400,12100.000,-0.00000008,2972.25727679,0.01804776
SplitPhase128kE3,44100,176400,12200.000,-0.00000007,2972.25846405,0.01923503
SplitPhase128kE3,44100,176400,12300.000,-0.00000008,2972.25780015,0.01857112
SplitPhase128kE3,44100,176400,12400.000,-0.00000008,2972.25608166,0.01685263
SplitPhase128kE3,44100,176400,12500.000,-0.00000008,2972.25467007,0.01544104
SplitPhase128kE3,44100,176400,12600.000,-0.00000008,2972.25450690,0.01527787
SplitPhase128kE3,44100,176400,12700.000,-0.00000008,2972.25555275,0.01632372
SplitPhase128kE3,44100,176400,12800.000,-0.00000008,2972.25694435,0.01771532
SplitPhase128kE3,44100,176400,12900.000,-0.00000007,2972.25771978,0.01849076
SplitPhase128kE3,44100,176400,13000.000,-0.00000008,2972.25757418,0.01834515
SplitPhase128kE3,44100,176400,13100.000,-0.00000008,2972.25697593,0.01774691
SplitPhase128kE3,44100,176400,13200.000,-0.00000008,2972.25657809,0.01734907
SplitPhase128kE3,44100,176400,13300.000,-0.00000008,2972.25659389,0.01736486
SplitPhase128kE3,44100,176400,13400.000,-0.00000008,2972.25677816,0.01754914
SplitPhase128kE3,44100,176400,13500.000,-0.00000008,2972.25689030,0.01766128
SplitPhase128kE3,44100,176400,13600.000,-0.00000008,2972.25700645,0.01777743
SplitPhase128kE3,44100,176400,13700.000,-0.00000008,2972.25737732,0.01814829
SplitPhase128kE3,44100,176400,13800.000,-0.00000008,2972.25812217,0.01889314
SplitPhase128kE3,44100,176400,13900.000,-0.00000008,2972.25916486,0.01993583
SplitPhase128kE3,44100,176400,14000.000,-0.00000008,2972.26042500,0.02119598
SplitPhase128kE3,44100,176400,14100.000,-0.00000008,2972.26195742,0.02272840
SplitPhase128kE3,44100,176400,14200.000,-0.00000008,2972.26385225,0.02462322
SplitPhase128kE3,44100,176400,14300.000,-0.00000008,2972.26612818,0.02689916
SplitPhase128kE3,44100,176400,14400.000,-0.00000008,2972.26871988,0.02949086
SplitPhase128kE3,44100,176400,14500.000,-0.00000008,2972.27156847,0.03233944
SplitPhase128kE3,44100,176400,14600.000,-0.00000008,2972.27471916,0.03549014
SplitPhase128kE3,44100,176400,14700.000,-0.00000008,2972.27832490,0.03909588
SplitPhase128kE3,44100,176400,14800.000,-0.00000008,2972.28254660,0.04331758
SplitPhase128kE3,44100,176400,14900.000,-0.00000008,2972.28741542,0.04818639
SplitPhase128kE3,44100,176400,15000.000,-0.00000008,2972.29281263,0.05358361
SplitPhase128kE3,44100,176400,15100.000,-0.00000008,2972.29859899,0.05936996
SplitPhase128kE3,44100,176400,15200.000,-0.00000008,2972.30488584,0.06565681
SplitPhase128kE3,44100,176400,15300.000,-0.00000008,2972.31210780,0.07287877
SplitPhase128kE3,44100,176400,15400.000,-0.00000008,2972.32076340,0.08153438
SplitPhase128kE3,44100,176400,15500.000,-0.00000008,2972.33107975,0.09185073
SplitPhase128kE3,44100,176400,15600.000,-0.00000007,2972.34304168,0.10381265
SplitPhase128kE3,44100,176400,15700.000,-0.00000008,2972.35689459,0.11766556
SplitPhase128kE3,44100,176400,15800.000,-0.00000008,2972.37344286,0.13421384
SplitPhase128kE3,44100,176400,15900.000,-0.00000008,2972.39389776,0.15466874
SplitPhase128kE3,44100,176400,16000.000,-0.00000008,2972.41939127,0.18016224
SplitPhase128kE3,44100,176400,16100.000,-0.00000008,2972.45087819,0.21164916
SplitPhase128kE3,44100,176400,16200.000,-0.00000008,2972.48956085,0.25033182
SplitPhase128kE3,44100,176400,16300.000,-0.00000008,2972.53709764,0.29786861
SplitPhase128kE3,44100,176400,16400.000,-0.00000008,2972.59498194,0.35575291
SplitPhase128kE3,44100,176400,16500.000,-0.00000008,2972.66228089,0.42305187
SplitPhase128kE3,44100,176400,16600.000,-0.00000007,2972.73334200,0.49411297
SplitPhase128kE3,44100,176400,16700.000,-0.00000008,2972.79668438,0.55745535
SplitPhase128kE3,44100,176400,16800.000,-0.00000008,2972.83749038,0.59826135
SplitPhase128kE3,44100,176400,16900.000,-0.00000008,2972.84408447,0.60485545
SplitPhase128kE3,44100,176400,17000.000,-0.00000008,2972.81471164,0.57548262
SplitPhase128kE3,44100,176400,17100.000,-0.00000008,2972.75867203,0.51944301
SplitPhase128kE3,44100,176400,17200.000,-0.00000008,2972.69088589,0.45165686
SplitPhase128kE3,44100,176400,17300.000,-0.00000008,2972.62427715,0.38504812
SplitPhase128kE3,44100,176400,17400.000,-0.00000008,2972.56587472,0.32664570
SplitPhase128kE3,44100,176400,17500.000,-0.00000008,2972.51749625,0.27826723
SplitPhase128kE3,44100,176400,17600.000,-0.00000008,2972.47838201,0.23915298
SplitPhase128kE3,44100,176400,17700.000,-0.00000008,2972.44725702,0.20802800
SplitPhase128kE3,44100,176400,17800.000,-0.00000008,2972.42308379,0.18385476
SplitPhase128kE3,44100,176400,17900.000,-0.00000007,2972.40482084,0.16559182
SplitPhase128kE3,44100,176400,18000.000,-0.00000008,2972.39117423,0.15194521
SplitPhase128kE3,44100,176400,18100.000,-0.00000008,2972.38051531,0.14128629
SplitPhase128kE3,44100,176400,18200.000,-0.00000008,2972.37141697,0.13218794
SplitPhase128kE3,44100,176400,18300.000,-0.00000008,2972.36322129,0.12399227
SplitPhase128kE3,44100,176400,18400.000,-0.00000008,2972.35615423,0.11692520
SplitPhase128kE3,44100,176400,18500.000,-0.00000008,2972.35093853,0.11170951
SplitPhase128kE3,44100,176400,18600.000,-0.00000007,2972.34814489,0.10891587
SplitPhase128kE3,44100,176400,18700.000,-0.00000008,2972.34768764,0.10845861
SplitPhase128kE3,44100,176400,18800.000,-0.00000008,2972.34874076,0.10951174
SplitPhase128kE3,44100,176400,18900.000,-0.00000007,2972.35025750,0.11102848
SplitPhase128kE3,44100,176400,19000.000,-0.00000008,2972.35166337,0.11243434
SplitPhase128kE3,44100,176400,19100.000,-0.00000008,2972.35313549,0.11390647
SplitPhase128kE3,44100,176400,19200.000,-0.00000007,2972.35529669,0.11606766
SplitPhase128kE3,44100,176400,19300.000,-0.00000008,2972.35872773,0.11949870
SplitPhase128kE3,44100,176400,19400.000,-0.00000008,2972.36372161,0.12449259
SplitPhase128kE3,44100,176400,19500.000,-0.00000008,2972.37035192,0.13112289
SplitPhase128kE3,44100,176400,19600.000,-0.00000008,2972.37855891,0.13932989
SplitPhase128kE3,44100,176400,19700.000,-0.00000007,2972.38815362,0.14892460
SplitPhase128kE3,44100,176400,19800.000,-0.00000008,2972.39894973,0.15972070
SplitPhase128kE3,44100,176400,19900.000,-0.00000007,2972.41115393,0.17192491
SplitPhase128kE3,44100,176400,20000.000,-0.00000007,2972.42576311,0.18653408
